genre,graph_path,feature_path,ytid,caption,tags,split
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00026.npy,sSavMIH-e-w,"The Jazz song features a saxophone solo melody playing over shimmering hi hats, groovy bass and shimmering bells melody. It sounds passionate, soft, mellow and soulful.","['jazz', 'groovy bass', 'shimmering bells melody', 'saxophone solo melody', 'shimmering hi hats', 'mellow', 'soft', 'passionate', 'soulful']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00016.npy,JRfU_hF1wdM,"The low quality recording features a jazzy song that consists of shimmering hi hats, repetitive cowbell, snappy rimshots and smooth bass in the right channel, short brass stabs and groovy piano chords in the left channel of the stereo image and electric guitar solo melody in the middle. The stereo image of the song is a bit unbalanced, due to the spreadness of low frequency sounds throughout the stereo image. It sounds easygoing and percussive.","['low quality', 'jazzy', 'unbalanced stereo', 'shimmering hi hats', 'repetitive cowbell', 'short brass stabs', 'electric guitar solo melody', 'groovy piano chords', 'smooth bass', 'easygoing', 'percussive', 'snappy rimshots']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00072.npy,6o6DsSnbpxE,This song contains a male voice singing sounding sad. Drum and percussion are playing a reggae rhythm along with two e-guitars playing. One a melody panned to the right side of the speakers and another short rhythmic strokes as a rhythmic element. The bass is playing its own melody. This song may be playing at a live concert.,"['reggae', 'sad atmosphere', 'e-bass', 'drums', 'e-guitars', 'male voice singing', 'backing vocals']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00092.npy,jjYXRmE19lQ,"This music is instrumental. The tempo is fast with an enthralling harpsichord melody. The music is an energetic, high-powered, vibrant, vivacious and melodious western classical.","['instrumental', 'fast tempo', 'harpsichord', 'renaissance music', 'western classical', 'concert', 'enthralling', 'ethereal', 'harpsichord solo', 'dual keyboard', 'sharp sounds', 'melodious']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00091.npy,liuCTk2nPG8,This is a famous disco piece. There are female vocals singing the lyrics joyfully. The main tune is played in major scale by a keyboard while it is supported by a syncopated synth bass in the background. The rhythm is kept by a repetitive electronic drum beat accompanied by percussion. The atmosphere is groovy and danceable. It is perfect for an 80s themed party setlist. It could also be playing in the background of an 80s themed bar.,"['pop', 'disco', 'female vocals', 'electronic drums', 'percussion', 'keyboard', 'synth bass', 'dance', 'groovy', 'repeated theme']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00018.npy,wXWpkfGfZD8,This is an electronic DJ set in the style of Jamaican reggae music. There is a DJ performing over a track that has a groovy beat being played by the electric guitar and the electronic drums. There is a tropical atmosphere. Samples could be lifted from this recording to be used in the beat-making.,"['electronic', 'reggae', 'dub', 'dj', 'turntable', 'electric guitar', 'electronic drums', 'tropical', 'danceable', 'upbeat']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00012.npy,Cn3xoxvbkF0,"This is the live performance of a reggae piece. There is a female vocalist in the lead singing melodically. The keyboard can be heard playing the main melody. The bass guitar is playing a simple but groovy bass line. In the rhythmic background, there is a slow tempo acoustic drum beat. The atmosphere is emotional. This is an amateur recording and a bit dated, so the audio quality is quite poor.","['reggae', 'live performance', 'amateur recording', 'female vocal', 'melodic singing', 'keyboard', 'bass guitar', 'acoustic drums', 'emotional', 'slow tempo']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00004.npy,_x4a974Pl-A,"The low quality recording features a pop song that consists of a passionate male vocal singing over punchy kick and snare hits, shimmering shakers, synth pad, groovy bass and brass melody. It sounds passionate, emotional, energetic and upbeat.","['low quality', 'pop', 'punchy kick', 'punchy snare', 'groovy bass', 'synth pad', 'shimmering shakers', 'passionate male vocal', 'brass melody', 'passionate', 'emotional', 'energetic', 'upbeat']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00025.npy,4AejyFDHP_k,An acoustic guitar almost fully panned to the left side of the speakers is strumming a single chord as a rhythmic element while an upright-bass is playing a walking bassline. The other acoustic guitar is adding a little melody at the end of the phrase of the singers. The female duo is singing a melody together. One a little deeper and the other a little higher creating a harmony. This song may be playing in the countryside of a Latin country.,"['latin/country/folk', 'acoustic guitars', 'upright-bass', 'female duo singing', 'medium to uptempo']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00069.npy,Ypuv3htJlpg,This is an amateur recording of a harmonica solo being performed over a blues/rock-n-roll music piece. The piece is instrumental. The harmonica plays a melodic solo in the style of blues. The backing track consists of the electric guitar and the bass guitar playing a simple tune while the medium tempo acoustic drums are playing a basic blues rock beat. The atmosphere is easygoing. This piece could be playing from the radio during a road trip in a movie.,"['amateur recording', 'blues', 'rock-n-roll', 'instrumental', 'harmonica solo', 'backing track', 'electric guitar', 'bass guitar', 'acoustic drums', 'easygoing']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00011.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00011.npy,RQ0-sjpAPKU,This country song features a female voice singing the main melody. This is accompanied by percussion playing a simple beat in common time. A pedal steel guitar plays sliding licks in the background. The bass plays the root and fifth of the chords. The mood of this song is romantic. This song can be played in a romantic movie.,"['country song', 'female voice', 'pedal steel guitar', 'bass guitar', 'simple percussion', 'moderate tempo', 'romantic mood']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00071.npy,sbOBTkrivXM,This hip-hop song features a male voice singing the main melody. There are other quirky voices singing in the background. This is accompanied by programmed percussion playing deep kick and snare hits. Hand claps are played on alternate counts of the bar. This song can be played in a club.,"['hip-hop song', 'male voice', 'quirky sounds', 'hand claps', 'programmed percussion', 'synth sounds', 'moderate tempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00089.npy,dAAwzwexvUQ,"A female singer sings this vocal monologue. The song is medium tempo with a groovy moog bass line, electro mix keyboard harmony tones, steady drumming rhythm and very quirky electronic tones. The song is groovy and retro dance music.","['female singer', 'retro pop music', 'moog bass', 'medium tempo', 'energetic', 'experimental', 'quirky', 'romantic', 'youthful', 'passionate', 'people dancing', 'dance club', 'dance rhythm', 'discotheque', 'music production', 'electronic music', 'steady drumming rhythm', 'dj', 'radio buzzing tones', 'various frequency tones', 'groovy mood bass line', 'dance rhythm', 'emotional', 'vocal monologue', 'electronic harmony tones']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00015.npy,p2jnUySmuvA,This is a Hawaiian folk music rendition of a jazz music piece. There is a male vocalist singing melodically in the lead. The simple tune is being played by a mellow sounding ukulele. There is a peaceful and relaxing atmosphere. This piece could be playing in the background of a coffee shop. It could also be included in the soundtrack of a feelgood movie/TV series. Another good use would be in the background of wholesome social media content.,"['hawaiian folk', 'world music', 'male vocal', 'melodic singing', 'ukulele', 'gentle', 'peaceful', 'calming', 'relaxing', 'easygoing']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00047.npy,DA3fNvbZoBM,"This is a quintessentially folk-rock song, with at least a three-part country-folk harmony. There is an acoustic guitar arpeggio throughout the clip, and a powerful stab on the bass strings every second bar. The song feels sombre, in a way.","['folk rock', 'acoustic guitar', 'folk harmonies', 'country-folk', 'powerful guitar stabs', 'repeated vocal motif']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00003.npy,3bg0iy-ypcw,"The Hip Hip songs live performance consists of repetitive male vocal singing over repetitive piano melody, smooth bass, shimmering hi hats and soft kick and snare hits. It sounds jazzy and warm.","['hip hop', 'live performance', 'warm', 'repetitive piano melody', 'smooth bass', 'repetitive male vocal', 'shimmering hi hats', 'soft snare', 'soft kick', 'jazzy']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00044.npy,2GWkKVHxGRM,"This music is a live instrumental.The music is medium tempo with a dominant piano accompaniment, keyboard harmony, bright drumming, funky bass line, congas rhythm and tambourine beats. The music is a live performance as there are ambient background sounds of people talking and laughing.","['instrumental', 'medium tempo', 'emphatic piano harmony', 'electric guitar', 'steady drumming', 'congas beat', 'funky bass line', 'reggae', 'blues', 'live performance', 'lively', 'engaging', 'people talking', 'background laughter', 'gig', 'live performance', 'concert', 'tambourine', 'cymbals', 'keyboard harmony']",train
