split,genre,graph_path,feature_path,ytid,start_s,end_s,caption,tags,mood
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00034.npy,QBMM1ocXkhY,30,40,"A male vocalist sings this spirited hip-hop. The tempo is fast with synthesiser articulation, digital drum arrangements and vocal backup. The music is a youthful , enthusiastic, bouncy, punchy rhythmic patter with a dance groove. This song is contemporary Hip-Hop/ Rap.","['male vocalist', 'fast tempo', 'hip-hop', 'rap', 'bouncy', 'punchy', 'funk rap', 'punk rap', 'rhythmic patter', 'rhythmic speech', 'engaging', 'passionate', 'energetic', 'enthusiastic', 'vocal backup', 'recurring beat', 'youthful', 'keyboard harmony', 'digital drum arrangement', 'drum machine', 'synth articulation', 'vocal backup', 'dance groove', 'dj', 'club music', 'dance music', 'hip-hop hits']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00026.npy,lDCDayKyOQA,30,40,"The low quality recording features a jazz song playing on a speaker and it consists of groovy hi hats, brass melody, bells melody, punchy snare and smooth trombone. The recording is noisy and it sounds thin and like it is played in a lobby.","['low quality', 'jazz', 'speaker', 'noisy', 'groovy hi hats', 'brass melody', 'bells melody', 'thin', 'smooth trombone', 'punchy snare']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00016.npy,kdxW11WBlQE,150,160,"This song contains a fast and silent jazz drum rhythm with a fast groove on the ride. Someone is playing an arpeggio melody on an acoustic piano in the midrange, adding a little melody on top being played in the upper register. A upright bass is playing a walking bassline. A saxophone is playing the main melody. This song may be playing live as a concert.","['jazz', 'amateur recording', 'upright bass', 'acoustic drums', 'acoustic piano', 'saxophone', 'fast tempo', 'calm']",energetic
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00072.npy,nW6Naj6eeI4,30,40,"This audio contains acoustic drums playing something like a reggae groove along with an e-bass. A e-guitar strumming chords, piano, organ saxophones and trumpets are playing a short melody on the backbeat giving this song its reggae feeling. In-between the instruments are playing a short loud melody to break into the next part. The instruments are spread across the sides of the speakers. This audio may be playing in an urban coffee shop.","['cuban ska', 'e-guitar', 'trumpets', 'saxophones', 'organ', 'piano', 'acoustic drums', 'e-bass', 'upbeat', 'energetic']",energetic
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00092.npy,VdYakZ4Yciw,30,40,A classical composition containing strings playing a short repeating melody. You can hear a lot of background noises that seem to come from cars racing. This is an amateur recording. This song may be playing sitting in a limousine.,"['classical music', 'string composition', 'background car driving sounds', 'amateur recording', 'slow tempo']",calm
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00091.npy,ZEuY5HnECuo,70,80,This disco song features a male voice singing the main melody. Another voice sings in harmony with the main voice. This is accompanied by programmed percussion playing a simple melody. There is a distinctive hi-hat ring at alternate strokes giving this a unique sound. The bass plays a groovy bassline using the root notes of the chords. A synth plays chords in the background. This song is at a moderate tempo. This song can be played in a club.,"['disco song', 'groovy bassline', 'male voice', 'backing voice', 'vocal harmony', 'programmed percussion', 'synth chords', 'moderate tempo', 'dance song']",neutral
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00018.npy,-kpR93atgd8,30,40,An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,"['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",energetic
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00012.npy,GkB_BkyVyPs,30,40,"The low quality recording features a live performance of a reggae song that consists of shimmering cymbals, addictive brass melody and muffled male vocal singing over it. It is noisy and in mono, and it sounds thin, harsh, muddy, messy and energetic.","['low quality', 'shimmering cymbals', 'noisy', 'mono', 'addictive brass melody', 'muffled male vocal', 'live performance', 'reggae', 'loud', 'thin', 'harsh', 'muddy', 'messy', 'energetic']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00004.npy,U8XdDv5ERu4,30,40,"The low quality recording features an orchestral pop song that consists of a synth acid arpeggiated melody, claps, punchy kick, synth orchestral drums, some snare rolls, strings licks and a low male vocal choir. There are occasional ticking sound effects. It sounds epic, powerful and groovy.","['orchestral pop', 'low quality', 'synth acid arpeggiated melody', 'ticking sound effects', 'claps', 'punchy kick', 'epic', 'powerful', 'synth orchestral drums', 'strings licks', 'low male vocal choir', 'snare rolls', 'groovy']",energetic
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00025.npy,ET6HVZ8muVE,30,40,This country song features a male voice singing the main melody. This is accompanied by percussion playing a simple country beat in common time. A pedal steel guitar plays sliding notes as fills in between lines. The bass plays the root note and the lower fifth of the chords being played. The other instruments are not audible as the audio quality is low. This song can be played in a square dancing party.,"['low quality audio', 'country song', 'pedal steel guitar', 'male voice', 'percussion', 'bass', 'moderate tempo', 'square dancing dance']",neutral
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00069.npy,KmBaE7ozWow,30,40,"A male vocalist sings this melodic jazz/blues. The tempo is medium fast with a piano accompaniment, groovy bass lines, infectious drumming and guitar accompaniment. There is a sound of syncopated ukulele and another string instrument playing over the song. The song is melodic and ambient but the superimposed strings melody is making it chaotic, busy, confusing and confusing.","['male vocalist', 'fast tempo', 'jazz', 'blues', 'dissonant strings', 'groovy bass', 'steady drumming', 'intense', 'keyboard harmony', 'lively drumming', 'superimposed syncopated strings', 'syncopated music', 'groovy bass lines', 'two tracks playing', 'unrelated tracks', 'chaotic', 'confusing', 'ukele', 'acustic guitar', 'bass guitar', 'boomy']",energetic
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00011.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00011.npy,WySgNm8qH-I,30,40,"The excerpt features three different songs stitched together like a collage. The first one lasts for a few seconds and features a male voice being accompanied by an acoustic guitar, drums, electric guitar and bass. The second one lasts for one second and features a male voice accompanied by drums, bass guitar and electric guitar. After a silence that lasts for a few seconds the third piece of the collage features a male voice accompanied by an acoustic guitar.","['various male voices', 'acoustic guitar', 'electric guitar', 'drums', 'bass guitar', 'country rock genre', 'collage']",neutral
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00071.npy,jlIbJVfnHB4,30,40,"A male singer sings this passionate melody with backup singers in vocal harmony. The song is medium tempo with a slick drumming rhythm, keyboard accompaniment, beep tones, strong bass line and slick percussion hits. The song is groovy and story telling in nature. The song has poor audio quality.","['male singer', 'backup singers', 'rap music', 'drum rolls', 'hip hop music', 'hood', 'ghetto boys', 'piano accompaniment', 'slick drumming rhythm', 'solid drum play', 'story telling', 'energetic', 'emotional', 'beep tones', 'hi- hop dance hits', 'medium tempo', 'hip hop dance hits', 'poor audio quality', 'strong bass line']",energetic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00089.npy,ABWE9tjTvuI,130,140,"This song has a characteristically disco-like groove, with its funky bassline. There is an electric guitar where single notes are being plucked. The vocalist has an alternative indie type voice.","['dance music', 'electric guitar plucking', 'four on the floor', 'indie alternative vocal', 'disco bassline', 'contemporary pop dance']",neutral
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00015.npy,AtWf5OAE8aM,30,40,"Quirky, cheeky, jazzy music featuring a lead trombone melody, a triangle playing a swing pattern, a cheesy organ and a medium tempo.","['lead trombone melody', 'triangle', 'swing pattern', 'medium tempo', 'cheesy organ', 'jazzy', 'quirky', 'cheeky']",neutral
train,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00047.npy,75UH33tO0Bo,30,40,This country song features a female voice singing the main melody. The melody is a contemporary country song melody. This is accompanied by the kick drum playing on every count. A synth is playing a repetitive melody in the background using two note groups. A guitar plays chords in the background. The bass plays the root notes of the chords. The mood of this song is romantic. This song can be played in a romantic movie.,"['country song', 'female voice', 'bass', 'kick drum', 'guitar', 'synth', 'romantic mood', 'moderate tempo']",romantic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00003.npy,vqRFzhWik2c,240,250,"A male vocalist sings this catchy Hip-Hop. The tempo is medium with an acoustic guitar riff, boomy bass drops, punchy drumming, digital beats and synthesiser arrangement with enthusiastic vocal backup. The song is youthful, buoyant, punchy, groovy, pulsating with a dance groove. This song is Contemporary Hip-Hop.","['male vocalist', 'medium tempo', 'emotional', 'passioante', 'rhythmic patter', 'groovy', 'dance pop', 'dance groover', 'dj', 'club music', 'dance music', 'enthusiastic vocal backup', 'digital drums', 'punchy drums', 'drum machine', 'boomy bass line', 'acoustic guitar riff', 'synthesiser arrangement', 'hip-hop', 'rap', 'contemporary hip-hop', 'alternative']",energetic
